State,Constituency Name,Candidate,Party,Winning Margin
Maharashtra,Amravati,SANJAYKUMAR FATTESINGH GADGE,Bahujan Samaj Party,-19731.0
Maharashtra,Amravati,ANANDRAJ YASHWANT AMBEDKAR,Republican Sena,-19731.0
Maharashtra,Amravati,DINESH GANESHDAS BUB,Prahar Janshakti Party,-19731.0
Maharashtra,Amravati,NAVNEET RAVI RANA,Bharatiya Janata Party,-19731.0
Maharashtra,Amravati,BALWANT BASWANT WANKHADE,Indian National Congress,-19731.0
Maharashtra,Amravati,RAJESH TULSHIRAM KHADE,Independent,-19731.0
Maharashtra,Amravati,KISHOR BHIMRAO LABADE,Independent,-19731.0
Maharashtra,Amravati,RAJU MAHADEVRAO SONONE,Independent,-19731.0
Maharashtra,Amravati,ARUN YASHWANTRAO BHAGAT,Independent,-19731.0
Maharashtra,Amravati,SUSHAMA GAJANAN AWACHAR,Jay Vidarbha Party,-19731.0
Maharashtra,Amravati,GANESH NANAJI RAMTEKE,Akhil Bhartiya Parivar Party,-19731.0
Maharashtra,Amravati,MANKAR DNYANESHWAR KASHIRAO,Independent,-19731.0
Maharashtra,Amravati,TARA SURESH WANKHADE,Independent,-19731.0
Maharashtra,Amravati,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,Independent,-19731.0
Maharashtra,Amravati,ADV. RAJU MADHUKARRAO KALANE,Bahujan Bharat Party,-19731.0
Maharashtra,Amravati,VARSHA BHAGAWANTRAO BHAGAT,Independent,-19731.0
Maharashtra,Amravati,BHARAT CHAMPATRAO YANGAD,Independent,-19731.0
Maharashtra,Amravati,NARENDRA BABULAL KATHANE,Desh Janhit Party,-19731.0
Maharashtra,Amravati,PRABHAKAR PANDURANG BHATKAR,Independent,-19731.0
Maharashtra,Amravati,NOTA,None of the Above,-19731.0
Maharashtra,Amravati,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,Independent,-19731.0
Maharashtra,Amravati,GHAZI SAADUDDIN ZAHEER AHMED,Rashtriya Ulama Council,-19731.0
Maharashtra,Amravati,BHAURAO SAMPATRAO WANKHADE,All India Forward Bloc,-19731.0
Maharashtra,Amravati,RAVI GUNWANTRAO WANKHADE,Independent,-19731.0
Maharashtra,Amravati,SONALI SANJAY MESHRAM,Independent,-19731.0
Maharashtra,Amravati,SANDEEP BABULAL MESHRAM,Independent,-19731.0
Maharashtra,Amravati,HIMMAT BHIMRAO DHOLE,Independent,-19731.0
Maharashtra,Amravati,ENGI. AVINASH HARISHCHANDRA DHANAWATE,Peoples Party of India (Democratic),-19731.0
Maharashtra,Amravati,SURAJ DHANRAJ NAGDVANE,Independent,-19731.0
Maharashtra,Amravati,MANOHAR KRUSHNAJI KURHADE,Independent,-19731.0
Maharashtra,Amravati,PRAMOD RAMKRUSHNA CHOURPAGAR,Independent,-19731.0
Maharashtra,Amravati,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent,-19731.0
Maharashtra,Amravati,SURESH PUNDLIK MESHRAM,Independent,-19731.0
Maharashtra,Amravati,SATISH YASHWANTRAO GEDAM,Independent,-19731.0
Maharashtra,Amravati,DIGAMBAR WAMAN BHAGAT,Naki Bharatiya Ekta Party,-19731.0
Maharashtra,Amravati,KISHOR DNYANESHWAR TAYDE,Independent,-19731.0
Maharashtra,Amravati,GAUTAM ALIAS ANANTA RAMDAS INGALE,Independent,-19731.0
Bihar,Sasaram,NANDLAL RAM,Rashtriya Samaj Paksha,-19157.0
Bihar,Sasaram,UJARAN MUSAHAR,Jan Janwadi Party,-19157.0
Bihar,Sasaram,PUNAM DEVI,Jantantra Awaj Party,-19157.0
Bihar,Sasaram,BANARSI DAS,Peoples Party of India (Democratic),-19157.0
Bihar,Sasaram,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,-19157.0
Bihar,Sasaram,SHIV SHANKAR RAM,Independent,-19157.0
Bihar,Sasaram,NOTA,None of the Above,-19157.0
Bihar,Sasaram,SANTOSH KUMAR,Bahujan Samaj Party,-19157.0
Bihar,Sasaram,SHIVESH KUMAR,Bharatiya Janata Party,-19157.0
Bihar,Sasaram,MANOJ KUMAR,Indian National Congress,-19157.0
Bihar,Sasaram,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,-19157.0
Assam,Karimganj,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,-18360.0
Assam,Karimganj,DEBASHISH GHOSH,Bangali Nabanirman Sena,-18360.0
Assam,Karimganj,KRIPANATH MALLAH,Bharatiya Janata Party,-18360.0
Assam,Karimganj,JIBESH DEB,Independent,-18360.0
Assam,Karimganj,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,-18360.0
Assam,Karimganj,DEBOJYOTI NATH,Independent,-18360.0
Assam,Karimganj,MUZAKKIR HASAN LASKAR,Independent,-18360.0
Assam,Karimganj,BINAY KRISHNA ROY,Independent,-18360.0
Assam,Karimganj,NOTA,None of the Above,-18360.0
Assam,Karimganj,DILIP KUMAR,Independent,-18360.0
Assam,Karimganj,ROSID AHMED LASKAR,Independent,-18360.0
Assam,Karimganj,RASHID AHMED CHOUDHURY,Independent,-18360.0
Assam,Karimganj,ABDUL BASIT TAPADAR,Independent,-18360.0
Assam,Karimganj,GOPAL CHANDRA PAUL,Independent,-18360.0
Assam,Karimganj,MD. NAZRUL ISLAM LASKAR,Independent,-18360.0
Assam,Karimganj,SAHEL AHMED,Independent,-18360.0
Assam,Karimganj,ABDUL GOFFAR TALUKDAR,Independent,-18360.0
Assam,Karimganj,ABDUL HAMEED,Independent,-18360.0
Assam,Karimganj,ALIM UDDIN MAZUMDER,Independent,-18360.0
Assam,Karimganj,ABDUL KALAM MAZUMDER,Independent,-18360.0
Assam,Karimganj,AHAD UDDIN,Rashtriya Ulama Council,-18360.0
Assam,Karimganj,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),-18360.0
Assam,Karimganj,SAFIKUR RAHMAN HAZARI,Independent,-18360.0
Assam,Karimganj,ROKIBUL HUSSAIN CHOUDHURY,Independent,-18360.0
Assam,Karimganj,ABDUS  SUBHAN TAPADAR,Independent,-18360.0
Rajasthan,JHUNJHUNU,ALTIF,Independent,-18235.0
Rajasthan,JHUNJHUNU,BRIJENDRA SINGH OLA,Indian National Congress,-18235.0
Rajasthan,JHUNJHUNU,SHUBHKARAN CHOUDHARY,Bharatiya Janata Party,-18235.0
Rajasthan,JHUNJHUNU,HAZARI LAL,Bahujan Kranti Party (Marxwad-Ambedkarwad),-18235.0
Rajasthan,JHUNJHUNU,SATYANARAYAN,Bheem Tribal Congress,-18235.0
Rajasthan,JHUNJHUNU,SHEKHAWAT RAJENDRA SINGH,Independent,-18235.0
Rajasthan,JHUNJHUNU,DURGA PRASAD MEENA,Ambedkarite Party of India,-18235.0
Rajasthan,JHUNJHUNU,NOTA,None of the Above,-18235.0
Rajasthan,JHUNJHUNU,BANSHIDHAR,Bahujan Samaj Party,-18235.0
West Bengal,Purulia,SUSMITA MAHATO,Socialist Unity Centre Of India (COMMUNIST),-17079.0
West Bengal,Purulia,NOTA,None of the Above,-17079.0
West Bengal,Purulia,AJIT PRASAD MAHATA,Independent,-17079.0
West Bengal,Purulia,NEPAL CHANDRA MAHATO,Indian National Congress,-17079.0
West Bengal,Purulia,GORISH ROY,Independent,-17079.0
West Bengal,Purulia,SHANTIRAM MAHATO,All India Trinamool Congress,-17079.0
West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,-17079.0
West Bengal,Purulia,AJIT MAHATO,Independent,-17079.0
West Bengal,Purulia,PIJUSH KANTI RAJAK,Independent,-17079.0
West Bengal,Purulia,ASIT BARAN MAHATO,Party for Democratic Socialism,-17079.0
West Bengal,Purulia,BHAGWAT DASS SHASTRI,Independent,-17079.0
West Bengal,Purulia,SONTOSH RAJOWARD,Bahujan Samaj Party,-17079.0
West Bengal,Purulia,DHIRENDRANATH MAHATO,All India Forward Bloc,-17079.0
Maharashtra,Mumbai North Central,ANSON THOMAS,People's Party of India(secular),-16514.0
Maharashtra,Mumbai North Central,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,-16514.0
Maharashtra,Mumbai North Central,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,-16514.0
Maharashtra,Mumbai North Central,AJAZ MOHAMMAD SAFI KHAN,Independent,-16514.0
Maharashtra,Mumbai North Central,NOTA,None of the Above,-16514.0
Maharashtra,Mumbai North Central,ADV UJWAL NIKAM,Bharatiya Janata Party,-16514.0
Maharashtra,Mumbai North Central,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),-16514.0
Maharashtra,Mumbai North Central,SHANTARAM S DIGHE,Independent,-16514.0
Maharashtra,Mumbai North Central,SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi,-16514.0
Maharashtra,Mumbai North Central,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,-16514.0
Maharashtra,Mumbai North Central,GAIKWAD VARSHA EKNATH,Indian National Congress,-16514.0
Maharashtra,Mumbai North Central,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,-16514.0
Maharashtra,Mumbai North Central,ADV ASIF ALI SIDDIQUIE,Independent,-16514.0
Maharashtra,Mumbai North Central,RAMA ARUN SABLE,Independent,-16514.0
Maharashtra,Mumbai North Central,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,-16514.0
Maharashtra,Mumbai North Central,DR GAFFAR IBRAHIM SAYED,Independent,-16514.0
Maharashtra,Mumbai North Central,NARENDRA MISHRA,Independent,-16514.0
Maharashtra,Mumbai North Central,AYYUB AMIN HUNGUND,Bahujan Samaj Party,-16514.0
Maharashtra,Mumbai North Central,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,-16514.0
Maharashtra,Mumbai North Central,KHAN ABBAS AHMED,Bahujan Maha Party,-16514.0
Maharashtra,Mumbai North Central,MUZAFAR ALI SHAIKH,Independent,-16514.0
Maharashtra,Mumbai North Central,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,-16514.0
Maharashtra,Mumbai North Central,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,-16514.0
Maharashtra,Mumbai North Central,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,-16514.0
Maharashtra,Mumbai North Central,RAJESH MOHAN LOKHANDE,Independent,-16514.0
Maharashtra,Mumbai North Central,YUNUSALI RASHID MULLA,Independent,-16514.0
Maharashtra,Mumbai North Central,ADV FEROZ SHAIKH,Independent,-16514.0
Maharashtra,Mumbai North Central,MUSHTAQUE HAIDER SHAIKH,Independent,-16514.0
Kerala,Thiruvananthapuram,SHASHI THAROOR,Indian National Congress,-16077.0
Kerala,Thiruvananthapuram,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,-16077.0
Kerala,Thiruvananthapuram,PANNIAN RAVINDRAN,Communist Party of India,-16077.0
Kerala,Thiruvananthapuram,NOTA,None of the Above,-16077.0
Kerala,Thiruvananthapuram,ADV SHINE LAL M P,Independent,-16077.0
Kerala,Thiruvananthapuram,J J RUSSELL,Independent,-16077.0
Kerala,Thiruvananthapuram,S MINI,Socialist Unity Centre Of India (COMMUNIST),-16077.0
Kerala,Thiruvananthapuram,M S SUBI,Independent,-16077.0
Kerala,Thiruvananthapuram,NANDAVANAM SUSEELAN,Independent,-16077.0
Kerala,Thiruvananthapuram,CHALAI MOHANAN,Independent,-16077.0
Kerala,Thiruvananthapuram,SHAJU PALIYODU,Independent,-16077.0
Kerala,Thiruvananthapuram,SASI KONGAPALLY,Independent,-16077.0
Kerala,Thiruvananthapuram,ADV RAJENDRAN,Bahujan Samaj Party,-16077.0
Uttar Pradesh,Aonla,NOTA,None of the Above,-15969.0
Uttar Pradesh,Aonla,ABID ALI,Bahujan Samaj Party,-15969.0
Uttar Pradesh,Aonla,DHARMENDRA KASHYAP,Bharatiya Janata Party,-15969.0
Uttar Pradesh,Aonla,NEERAJ MAURYA,Samajwadi Party,-15969.0
Uttar Pradesh,Aonla,KAUSAR KHAN,Peace Party,-15969.0
Uttar Pradesh,Aonla,PREM PAL SAGAR,Vanchitsamaj Insaaf Party,-15969.0
Uttar Pradesh,Aonla,MAKKHAN LAL,Independent,-15969.0
Uttar Pradesh,Aonla,RAJ KUMAR PATEL,Sardar Patel Siddhant Party,-15969.0
Uttar Pradesh,Aonla,MOHAMMAD AMIR KHAN,Bharat Jodo Party,-15969.0
Uttar Pradesh,Aonla,NIRMOD KUMAR SINGH,Bhartiya Shakti Chetna Party,-15969.0
Uttar Pradesh,Aligarh,BIJENDRA SINGH,Samajwadi Party,-15647.0
Uttar Pradesh,Aligarh,MANOJ KUMAR SHARMA ADVOCATE,Loktantrik Janshakti Party,-15647.0
Uttar Pradesh,Aligarh,SATISH KUMAR GAUTAM,Bharatiya Janata Party,-15647.0
Uttar Pradesh,Aligarh,RAJ KUMAR,Rashtriya Shoshit Samaj Party,-15647.0
Uttar Pradesh,Aligarh,DILEEP SHARMA AD.,Independent,-15647.0
Uttar Pradesh,Aligarh,RAJESH KUMAR,Independent,-15647.0
Uttar Pradesh,Aligarh,SURENDRA,Moulik Adhikar Party,-15647.0
Uttar Pradesh,Aligarh,KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Independent,-15647.0
Uttar Pradesh,Aligarh,MANOJ KUMAR ALIAS MANOJ LODHI,Saman Adhikar Party,-15647.0
Uttar Pradesh,Aligarh,SATISH KUMAR,Swatantra Jantaraj Party,-15647.0
Uttar Pradesh,Aligarh,GYANI RAM,Independent,-15647.0
Uttar Pradesh,Aligarh,NOTA,None of the Above,-15647.0
Uttar Pradesh,Aligarh,HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Bahujan Samaj Party,-15647.0
Uttar Pradesh,Aligarh,MAHESH CHANDRA SHARMA,Independent,-15647.0
Uttar Pradesh,Aligarh,SATISH KUMAR,Independent,-15647.0
Punjab,Patiala,JAGDISH KUMAR,Independent,-14831.0
Punjab,Patiala,ARVINDER KUMAR,Independent,-14831.0
Punjab,Patiala,DEVINDER RAJPUT,Bharatheeya Jawan Kisan Party,-14831.0
Punjab,Patiala,DR DHARAMVIRA GANDHI,Indian National Congress,-14831.0
Punjab,Patiala,DR BALBIR SINGH,Aam Aadmi Party,-14831.0
Punjab,Patiala,PRENEET KAUR,Bharatiya Janata Party,-14831.0
Punjab,Patiala,N K SHARMA,Shiromani Akali Dal,-14831.0
Punjab,Patiala,PROF MOHINDER PAL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),-14831.0
Punjab,Patiala,NEERAJ KUMAR NANNA,Independent,-14831.0
Punjab,Patiala,PARAMJIT SINGH S/O TARLOCHAN SINGH,Independent,-14831.0
Punjab,Patiala,AMARJIT SINGH JAGDE RAHO,Jan Janwadi Party,-14831.0
Punjab,Patiala,RANJIT SINGH,Akhil Bhartiya Parivar Party,-14831.0
Punjab,Patiala,GURBACHAN SINGH,Independent,-14831.0
Punjab,Patiala,PARAMJIT SINGH S/O BHAGWAN SINGH,Independent,-14831.0
Punjab,Patiala,VISHAL SHARMA,Independent,-14831.0
Punjab,Patiala,LABH SINGH PAL,Independent,-14831.0
Punjab,Patiala,CHAMKILA SINGH,Independent,-14831.0
Punjab,Patiala,KRISHAN KUMAR GABA,Hindustan Shakti Sena,-14831.0
Punjab,Patiala,MANDEEP SINGH,Revolutionary Socialist Party,-14831.0
Punjab,Patiala,MAKHAN SINGH,Independent,-14831.0
Punjab,Patiala,NOTA,None of the Above,-14831.0
Punjab,Patiala,DIMPLE,Independent,-14831.0
Punjab,Patiala,JAGJIT SINGH CHHARBAR,Bahujan Samaj Party,-14831.0
Punjab,Patiala,JODH SINGH PARMAR KAULI,Independent,-14831.0
Punjab,Patiala,SUKHVINDER SINGH,Independent,-14831.0
Punjab,Patiala,MANOJ KUMAR,Independent,-14831.0
Punjab,Patiala,BINDER KAUR,Independent,-14831.0
Andhra Pradesh,Thirupathi,Y. MAHESH,Independent,-14569.0
Andhra Pradesh,Thirupathi,GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,-14569.0
Andhra Pradesh,Thirupathi,VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,-14569.0
Andhra Pradesh,Thirupathi,CHINTA MOHAN,Indian National Congress,-14569.0
Andhra Pradesh,Thirupathi,NOTA,None of the Above,-14569.0
Andhra Pradesh,Thirupathi,PENUMURU. GURAPPA,Bahujan Samaj Party,-14569.0
Andhra Pradesh,Thirupathi,KATTAMANCHI. PRABHAKAR,Independent,-14569.0
Andhra Pradesh,Thirupathi,M UMADEVI,Janata Congress,-14569.0
Andhra Pradesh,Thirupathi,ALLAM.RAJA,Independent,-14569.0
Andhra Pradesh,Thirupathi,VIJAY KUMAR G.SRKR,Liberation Congress Party,-14569.0
Andhra Pradesh,Thirupathi,ANJAIAH.P,Republican Party of India (A),-14569.0
Andhra Pradesh,Thirupathi,V.C. NAVEEN GUPTA,Independent,-14569.0
Andhra Pradesh,Thirupathi,SYAMDHAN KURAPATI,Aihra National Party,-14569.0
Andhra Pradesh,Thirupathi,C. PUNYAMURTHY,United Republican Party of India,-14569.0
Andhra Pradesh,Thirupathi,KARRA SIVA,Pyramid Party of India,-14569.0
Andhra Pradesh,Thirupathi,VELURU. THEJOVATHI,Samajwadi Party,-14569.0
Andhra Pradesh,Thirupathi,C. DAVID,Indian Believers Party (IBP),-14569.0
Andhra Pradesh,Thirupathi,K. JEEVARATHNAM,Independent,-14569.0
Andhra Pradesh,Thirupathi,DASARI. GOWTHAM,Independent,-14569.0
Andhra Pradesh,Thirupathi,VIJAYA KUMAR.G,Independent,-14569.0
Andhra Pradesh,Thirupathi,A. MADHU,Jai Hindustan Party,-14569.0
Andhra Pradesh,Thirupathi,B. BHARANI BAS,Ambedkar National Congress,-14569.0
Andhra Pradesh,Thirupathi,A. VARAPRASAD,Jatiya Jana Sena Party,-14569.0
Andhra Pradesh,Thirupathi,PRASAD PATIBANDLA,Independent,-14569.0
Bihar,Saran,MOHAMAD SALIM,Independent,-13661.0
Bihar,Saran,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,-13661.0
Bihar,Saran,RAJIV PRATAP RUDY,Bharatiya Janata Party,-13661.0
Bihar,Saran,ROHINI ACHARYA,Rashtriya Janata Dal,-13661.0
Bihar,Saran,LAXAMAN PRAO YADAV,Independent,-13661.0
Bihar,Saran,SHAK NAUSHAD,Independent,-13661.0
Bihar,Saran,AVINASH KUMAR,Bahujan Samaj Party,-13661.0
Bihar,Saran,NOTA,None of the Above,-13661.0
Bihar,Saran,RAGHWENDRA PRATAP SINGH,Independent,-13661.0
Bihar,Saran,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,-13661.0
Bihar,Saran,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,-13661.0
Bihar,Saran,BARUN KUMAR DAS,Gana Suraksha Party,-13661.0
Bihar,Saran,PRABHAT KUMAR,Independent,-13661.0
Bihar,Saran,ARTI KUMARI,Independent,-13661.0
Bihar,Saran,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,-13661.0
Goa,South Goa,DEEPKUMAR D MAPARI,Independent,-13535.0
Goa,South Goa,CAPTAIN  VIRIATO FERNANDES,Indian National Congress,-13535.0
Goa,South Goa,PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party,-13535.0
Goa,South Goa,RUBERT PEREIRA,Revolutionary Goans Party,-13535.0
Goa,South Goa,NOTA,None of the Above,-13535.0
Goa,South Goa,HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party,-13535.0
Goa,South Goa,ALEXY FERNANDES,Independent,-13535.0
Goa,South Goa,DR KALIDAS VAINGANKAR,Independent,-13535.0
Goa,South Goa,DR SWETA GAONKAR,Bahujan Samaj Party,-13535.0
Maharashtra,Hatkanangale,ASLAM AINODIN MULLA,Independent,-13426.0
Maharashtra,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,-13426.0
Maharashtra,Hatkanangale,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),-13426.0
Maharashtra,Hatkanangale,RAJU SHETTI,Swabhimani Paksha,-13426.0
Maharashtra,Hatkanangale,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,-13426.0
Maharashtra,Hatkanangale,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,-13426.0
Maharashtra,Hatkanangale,NOTA,None of the Above,-13426.0
Maharashtra,Hatkanangale,MAHAMMAD MUBARAK DARAVESHI,Independent,-13426.0
Maharashtra,Hatkanangale,MANE ARVIND BHIVA,Independent,-13426.0
Maharashtra,Hatkanangale,MOHITE DEVENDRA NANA,Independent,-13426.0
Maharashtra,Hatkanangale,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,-13426.0
Maharashtra,Hatkanangale,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,-13426.0
Maharashtra,Hatkanangale,RAJENDRA BHIMRAO MANE,Independent,-13426.0
Maharashtra,Hatkanangale,DAVARI LAXMAN SHRIPATI,Independent,-13426.0
Maharashtra,Hatkanangale,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,-13426.0
Maharashtra,Hatkanangale,MANOHAR PRADIP SATPUTE,Independent,-13426.0
Maharashtra,Hatkanangale,SHARAD BABURAO PATIL,National Black Panther Party,-13426.0
Maharashtra,Hatkanangale,TANDALE LAXMAN SHIVAJI,Independent,-13426.0
Maharashtra,Hatkanangale,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,-13426.0
Maharashtra,Hatkanangale,SANTOSH KERBA KHOT,Kamgaar Kisan Party,-13426.0
Maharashtra,Hatkanangale,JAVED SIKANDAR MUJAVAR,Independent,-13426.0
Maharashtra,Hatkanangale,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,-13426.0
Maharashtra,Hatkanangale,IMRAN IQBAL KHATIB,Bahujan Mukti Party,-13426.0
Maharashtra,Hatkanangale,ANANDRAO TUKARAM THORAT,Independent,-13426.0
Maharashtra,Hatkanangale,SATYAJEET PATIL (AABA),Independent,-13426.0
Maharashtra,Hatkanangale,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,-13426.0
Maharashtra,Hatkanangale,PROF. PARASHURAM MANE,Independent,-13426.0
Maharashtra,Hatkanangale,SHIVAJI DHONDIRAM SANKPAL,Independent,-13426.0
Kerala,Mavelikkara,KODIKUNNIL SURESH,Indian National Congress,-10868.0
Kerala,Mavelikkara,ADV ARUN KUMAR C A,Communist Party of India,-10868.0
Kerala,Mavelikkara,BAIJU KALASALA,Bharath Dharma Jana Sena,-10868.0
Kerala,Mavelikkara,SANTHOSH PALATHUMPADAN,Bahujan Samaj Party,-10868.0
Kerala,Mavelikkara,C MONICHEN,Independent,-10868.0
Kerala,Mavelikkara,K BIMALJI,Socialist Unity Centre Of India (COMMUNIST),-10868.0
Kerala,Mavelikkara,MANTHARA VELAYUDHAN,Independent,-10868.0
Kerala,Mavelikkara,KOZHUVASSERIL SURESH,Independent,-10868.0
Kerala,Mavelikkara,SURESH NOORANAD,Ambedkarite Party of India,-10868.0
Kerala,Mavelikkara,NOTA,None of the Above,-10868.0
Punjab,Anandpur Sahib,PARMINDER SINGH,Independent,-10846.0
Punjab,Anandpur Sahib,SATPAL,Independent,-10846.0
Punjab,Anandpur Sahib,MALVINDER SINGH KANG,Aam Aadmi Party,-10846.0
Punjab,Anandpur Sahib,VIJAY INDER SINGLA,Indian National Congress,-10846.0
Punjab,Anandpur Sahib,DR SUBHASH SHARMA,Bharatiya Janata Party,-10846.0
Punjab,Anandpur Sahib,PREM SINGH CHANDUMAJRA,Shiromani Akali Dal,-10846.0
Punjab,Anandpur Sahib,JASVIR SINGH GARHI,Bahujan Samaj Party,-10846.0
Punjab,Anandpur Sahib,KUSHAL PAL SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),-10846.0
Punjab,Anandpur Sahib,NOTA,None of the Above,-10846.0
Punjab,Anandpur Sahib,GAJJAN SINGH,Independent,-10846.0
Punjab,Anandpur Sahib,SIMPLE KUMAR,Independent,-10846.0
Punjab,Anandpur Sahib,DEEPAK SHARMA,Independent,-10846.0
Punjab,Anandpur Sahib,DHARMINDER SINGH HARMAN,Akhil Bhartiya Parivar Party,-10846.0
Punjab,Anandpur Sahib,SUNIL KUMAR,Bhartiya Jan Samman Party,-10846.0
Punjab,Anandpur Sahib,ER DALJEET SINGH SAINI,Bharatheeya Jawan Kisan Party,-10846.0
Punjab,Anandpur Sahib,KULWINDER SINGH,Democratic Bharatiya Samaj Party,-10846.0
Punjab,Anandpur Sahib,SUNAINA,Bhartiya Rashtriya Dal,-10846.0
Punjab,Anandpur Sahib,ADV KULWINDER SINGH,Independent,-10846.0
Punjab,Anandpur Sahib,MEGH RAJ,Independent,-10846.0
Punjab,Anandpur Sahib,HARWINDER KARWAL,Independent,-10846.0
Punjab,Anandpur Sahib,DAVINDER SINGH,Independent,-10846.0
Punjab,Anandpur Sahib,DARSHAN SINGH,Punjab National Party,-10846.0
Punjab,Anandpur Sahib,YOG RAJ SAHOTA,Revolutionary Socialist Party,-10846.0
Punjab,Anandpur Sahib,GURMIT SINGH,Independent,-10846.0
Punjab,Anandpur Sahib,RAMJAAN KHAN,Independent,-10846.0
Punjab,Anandpur Sahib,HANISH SHARMA,Ekam Sanatan Bharat Dal,-10846.0
Punjab,Anandpur Sahib,ROHTASH,Independent,-10846.0
Punjab,Anandpur Sahib,KIRAN JAIN,Hindustan Shakti Sena,-10846.0
Punjab,Anandpur Sahib,MANDAR SINGH,Independent,-10846.0
Uttar Pradesh,Meerut,DR HIMANSHU BHATNAGAR,Jai Hind National Party,-10585.0
Uttar Pradesh,Meerut,ARUN GOVIL,Bharatiya Janata Party,-10585.0
Uttar Pradesh,Meerut,SUNITA VERMA,Samajwadi Party,-10585.0
Uttar Pradesh,Meerut,LIYAKAT,Majloom Samaj Party,-10585.0
Uttar Pradesh,Meerut,NOTA,None of the Above,-10585.0
Uttar Pradesh,Meerut,BHUPENDRA PAL URF BHUPPI BHAI,Rashtriya Shoshit Samaj Party,-10585.0
Uttar Pradesh,Meerut,HAJI  AFZAL,Sabse Achchhi Party,-10585.0
Uttar Pradesh,Meerut,ABID HUSAIN,Social Democratic Party Of India,-10585.0
Uttar Pradesh,Meerut,DEVVRAT KUMAR TYAGI,Bahujan Samaj Party,-10585.0
West Bengal,Balurghat,MOZAMMEL HAQUE,All India Secular Front,-10386.0
West Bengal,Balurghat,RUBEL SARKAR,Kamatapur People’s Party (United),-10386.0
West Bengal,Balurghat,BIRENDRA NATH MAHANTA,Socialist Unity Centre Of India (COMMUNIST),-10386.0
West Bengal,Balurghat,MD. SARWARDI,Bhumiputra United Party,-10386.0
West Bengal,Balurghat,NAROTTAM SAHA,Independent,-10386.0
West Bengal,Balurghat,BISWANATH MURMU,Ambedkarite Party of India,-10386.0
West Bengal,Balurghat,BIPLAB MITRA,All India Trinamool Congress,-10386.0
West Bengal,Balurghat,RANENDRA NATH MALI,Independent,-10386.0
West Bengal,Balurghat,BAKHTIAR MUJAHIT SAHANI,Independent,-10386.0
West Bengal,Balurghat,HAKIM MURMU,Independent,-10386.0
West Bengal,Balurghat,JOYDEV KUMAR SIDDHANTA,Revolutionary Socialist Party,-10386.0
West Bengal,Balurghat,SUKANTA MAJUMDAR,Bharatiya Janata Party,-10386.0
West Bengal,Balurghat,ANTA HANSDA,Bahujan Samaj Party,-10386.0
West Bengal,Balurghat,NOTA,None of the Above,-10386.0
